#Home Points, Away Points, Home Goals Shooten, Home Goals Got, Away Goals Shooten, Away Goals Got, Result(0 ^= draw, 1 ^= homeWin, 2 ^= awayWin), QuoteHome Bwin, QuoteDraw Bwin, QuoteAway Bwin 
-4,-1,-2,-2,-2,-2,1.7,3.5,4.4,0
13,16,7,6,10,10,1.3,4.8,8.2,1
16,18,6,6,10,11,1.2,5.6,11.0,1
-2,-3,6,6,10,10,2.1,3.3,3.1,1
-12,-15,-5,-2,-6,-2,3.2,3.3,2.05,0
7,5,2,0,-1,-1,1.4,4.25,6.6,1
7,9,12,6,16,10,1.8,3.4,4.0,1
-3,-5,-3,-4,-5,-8,1.9,3.35,3.6,2
-2,-5,1,-1,-1,-2,2.5,3.35,2.5,0
-9,-11,-3,-1,-3,-2,2.6,3.35,2.4,0
0,-1,-1,-1,-2,-2,2.0,3.35,3.3,0
-6,-3,-3,1,-4,-1,1.85,3.4,3.75,1
-10,-10,0,-1,-2,-4,2.8,3.3,2.25,1
-16,-24,-10,-7,-14,-12,5.7,3.9,1.5,2
3,7,2,2,3,1,2.15,3.3,3.0,1
-4,-10,-1,0,-4,-1,2.5,3.35,2.5,0
-5,-2,0,-1,2,1,2.2,3.3,2.9,0
13,20,7,1,10,6,1.3,4.9,7.8,1
1,-3,5,5,7,7,2.2,3.3,2.9,1
1,3,4,6,10,11,1.9,3.35,3.6,1
2,-1,3,5,3,6,1.65,3.7,4.4,1
-5,-8,-1,0,-1,2,1.9,3.35,3.6,1
1,1,-1,-2,-2,-4,1.75,3.4,4.25,0
9,13,5,6,10,11,1.5,3.8,5.8,1
-2,-3,0,1,-1,1,2.1,3.3,3.1,1
9,13,4,1,10,8,1.25,5.5,8.2,1
7,8,4,1,6,3,1.55,3.6,5.6,0
-6,-10,0,-1,0,1,2.45,3.35,2.55,0
-7,-13,-4,-5,-9,-6,2.9,3.3,2.2,2
-16,-22,-4,-6,-5,-5,6.5,4.3,1.4,2
-6,-4,1,2,2,1,2.1,3.3,3.1,1
-11,-16,-4,-2,-9,-3,3.25,3.4,2.0,0
3,0,-1,-2,-1,-3,1.9,3.35,3.6,2
-2,1,-2,1,-1,3,2.0,3.3,3.35,0
3,3,0,-3,3,-2,2.1,3.3,3.1,0
9,17,5,5,15,12,1.5,3.8,5.75,1
16,25,5,4,11,7,1.3,4.7,8.3,1
4,4,1,3,1,4,1.7,3.4,4.6,0
22,24,10,7,9,5,1.15,7.0,11.0,1
4,13,5,5,13,13,1.85,3.35,3.8,1
-11,-15,-5,-3,-4,-3,2.4,3.25,2.65,2
-9,-15,-7,-3,-7,-2,2.9,3.3,2.2,2
-7,-14,1,4,-2,2,2.2,3.3,2.9,1
2,-2,-4,1,-6,-1,1.6,3.75,4.8,0
-3,-6,1,0,2,2,2.5,3.3,2.5,0
1,0,2,1,1,1,1.7,3.45,4.5,0
-7,-11,-1,-6,-3,-8,3.35,3.3,2.0,2
5,3,1,-1,-2,-5,1.7,3.45,4.5,2
20,27,10,7,9,7,1.4,4.2,6.7,1
12,16,-3,-4,0,-3,1.6,3.75,4.8,2
-19,-20,-6,-4,-4,-2,4.4,3.5,1.7,0
20,36,5,5,13,10,1.2,5.9,10.0,1
-5,-4,-3,-3,-3,-1,2.15,3.3,3.0,2
-6,1,6,3,16,12,2.15,3.3,3.05,1
-2,-5,1,-1,-3,-2,2.3,3.35,2.7,0
-7,-12,0,0,-4,-2,2.2,3.3,2.9,0
-3,-5,5,4,8,6,2.5,3.3,2.5,1
9,14,6,5,5,4,1.8,3.35,4.0,1
-2,1,5,5,7,7,1.9,3.35,3.6,0
-5,-10,2,3,2,2,2.75,3.3,2.3,0
13,10,8,6,4,1,1.3,4.9,7.8,1
-1,-11,-7,-4,-12,-6,2.5,3.3,2.5,2
29,42,13,7,16,8,1.15,7.0,11.0,1
-20,-33,-6,-5,-12,-9,4.6,3.4,1.7,2
-9,-18,-11,-7,-17,-9,2.35,3.35,2.65,2
5,9,3,3,5,4,1.9,3.35,3.6,1
-20,-22,-7,-7,-6,-7,4.3,3.35,1.75,2
-9,-11,2,3,4,5,2.35,3.25,2.7,1
-2,-5,-6,-3,-8,-3,1.8,3.4,3.95,0
4,14,2,1,6,3,1.65,3.5,4.85,0
1,4,-2,-2,-2,-2,1.8,3.4,3.95,1
-9,-8,-1,1,2,3,2.4,3.1,2.75,1
12,15,-3,-1,-4,-1,1.5,3.75,6.0,0
-2,6,-3,0,3,2,1.95,3.3,3.5,0
-19,-20,-8,-5,-7,-5,4.5,3.4,1.7,2
3,11,5,3,4,1,1.55,3.65,5.5,1
5,0,-3,-1,-6,-1,1.75,3.35,4.35,0
-2,1,-2,2,-2,2,1.8,3.35,4.05,1
4,13,6,4,12,7,1.9,3.35,3.6,1
-24,-31,-2,1,-2,1,3.1,3.3,2.1,1
13,20,2,1,3,1,1.4,4.3,6.5,2
-16,-29,-5,-3,-6,-4,3.8,3.35,1.85,2
-19,-29,-9,-3,-10,-3,3.35,3.3,2.0,2
25,26,8,5,6,4,1.35,4.6,7.0,1
3,8,3,1,4,2,2.05,3.3,3.2,0
-6,-7,1,-2,1,-2,2.4,3.35,2.6,0
-13,-20,-6,-3,-8,-4,3.0,3.2,2.2,0
18,23,6,1,5,1,1.35,4.6,7.0,1
10,10,6,0,6,0,1.85,3.35,3.8,0
20,26,6,3,5,3,1.25,5.25,9.0,1
5,14,-2,-2,0,-1,1.65,3.5,4.8,0
-7,-14,-1,0,-1,3,2.1,3.3,3.1,1
9,15,1,3,1,4,1.55,3.7,5.4,1
-22,-23,-9,-4,-6,-3,4.6,3.6,1.65,0
0,-6,3,0,4,0,2.0,3.35,3.3,0
-1,4,0,3,0,2,1.95,3.3,3.5,0
-18,-16,0,2,1,2,2.8,3.35,2.25,1
1,9,5,3,9,7,1.7,3.5,4.4,1
-10,-11,-3,-4,-4,-6,2.8,3.35,2.25,0
-4,-7,-1,0,0,0,2.2,3.3,2.9,2
-16,-25,-3,-5,-4,-4,2.5,3.3,2.5,0
-6,-9,2,2,0,1,2.85,3.15,2.3,1
-10,-16,1,0,2,0,2.5,3.3,2.5,0
-1,-7,-5,-3,-4,-2,2.15,3.3,3.0,2
21,20,2,5,1,4,1.35,4.6,7.0,1
11,8,1,2,2,3,1.7,3.5,4.4,1
29,51,0,-1,0,-2,1.25,5.25,9.0,2
-8,-18,-1,1,-4,-2,2.5,3.2,2.55,0
33,38,8,6,6,4,1.2,6.0,10.0,1
-14,-19,-5,-2,-5,-2,2.75,3.3,2.3,0
-14,-24,-2,0,0,2,2.5,3.3,2.5,2
-25,-22,-2,2,-2,1,5.05,3.6,1.6,0
-9,-10,-7,-5,-7,-5,2.55,3.15,2.55,2
-7,-16,4,3,5,5,1.9,3.25,3.75,1
8,16,4,5,4,5,1.5,3.8,5.8,1
12,16,2,3,2,4,1.75,3.35,4.3,1
-4,2,3,2,4,4,2.0,3.3,3.35,1
-19,-23,-5,-3,-3,-2,3.0,3.2,2.2,2
7,5,1,3,1,2,1.6,3.4,5.5,1
30,32,7,7,9,9,1.25,5.2,9.0,1
